sgRNA	gene	CTRL_ERS717283.plasmid	CTRL_AHumanV1scr_r1-altered	MOLM_rep_1	MOLM_rep_2	MV411_rep_1	MV411_rep_2	HL60_rep_1	HL60_rep_2	OCIAML2_rep_1	OCIAML2_rep_2	OCIAML3_rep_1	OCIAML3_rep_2
ALKBH1_CCDS32127.1_ex2_14:78146247-78146270:-_5-2	ALKBH1	872	922	285	239	497	866	465	611	695	864	614	542
ALKBH2_CCDS31897.1_ex0_12:109526288-109526311:-_5-1	ALKBH2	658	776	344	289	502	928	755	665	603	758	557	916
ALKBH2_CCDS31897.1_ex2_12:109530430-109530453:-_5-5	ALKBH2	439	495	469	280	367	141	447	550	256	436	299	353
ALKBH2_CCDS31897.1_ex0_12:109526305-109526328:-_5-2	ALKBH2	24	44	249	37	0	30	20	25	73	58	89	113
ALKBH2_CCDS31897.1_ex2_12:109530400-109530423:-_5-4	ALKBH2	975	1201	1120	791	697	1503	888	1066	1095	1255	935	1362
ALKBH2_CCDS31897.1_ex2_12:109530356-109530379:+_5-3	ALKBH2	478	577	663	640	325	427	507	667	445	696	369	435
ALKBH3_CCDS7906.1_ex6_11:43923183-43923206:+_5-5	ALKBH3	285	372	92	35	55	110	253	324	179	327	159	254
ALKBH3_CCDS7906.1_ex6_11:43923139-43923162:+_5-4	ALKBH3	88	148	14	33	224	57	148	122	63	89	128	126
ALKBH3_CCDS7906.1_ex2_11:43905547-43905570:-_5-2	ALKBH3	651	847	369	824	1127	1029	708	948	805	1046	479	835
ALKBH3_CCDS7906.1_ex1_11:43904716-43904739:+_5-1	ALKBH3	268	301	58	246	110	433	113	159	228	322	167	374
ALKBH3_CCDS7906.1_ex4_11:43911297-43911320:+_5-3	ALKBH3	184	239	44	44	323	243	162	232	183	215	184	141
ALKBH4_CCDS5723.1_ex1_7:102100208-102100231:-_5-5	ALKBH4	712	734	876	85	495	685	689	458	347	443	462	730
ALKBH4_CCDS5723.1_ex0_7:102098317-102098340:-_5-2	ALKBH4	360	421	519	79	487	812	314	375	459	444	103	169
ALKBH4_CCDS5723.1_ex1_7:102100125-102100148:-_5-4	ALKBH4	350	448	354	276	135	118	244	214	213	235	232	166
ALKBH4_CCDS5723.1_ex0_7:102098283-102098306:+_5-1	ALKBH4	962	1115	784	558	293	1354	815	1043	846	957	453	921
ALKBH4_CCDS5723.1_ex0_7:102098378-102098401:-_5-3	ALKBH4	153	235	70	0	407	338	128	190	177	148	97	98
ALKBH5_CCDS42272.1_ex0_17:18087947-18087970:+_5-3	ALKBH5	612	758	432	520	235	400	648	1006	232	384	306	314
ALKBH5_CCDS42272.1_ex0_17:18088103-18088126:-_5-5	ALKBH5	519	599	172	430	333	561	354	541	309	516	324	630
ALKBH5_CCDS42272.1_ex0_17:18087904-18087927:+_5-2	ALKBH5	395	451	244	321	384	477	572	293	415	438	179	426
ALKBH5_CCDS42272.1_ex0_17:18088028-18088051:-_5-4	ALKBH5	1073	960	1278	573	274	245	712	633	453	387	863	742
ALKBH5_CCDS42272.1_ex0_17:18087847-18087870:+_5-1	ALKBH5	547	653	1817	583	951	438	527	597	532	533	428	556
ALKBH6_CCDS12485.2_ex1_19:36501560-36501583:+_5-1	ALKBH6	1398	1751	1950	1214	1338	1077	1578	1981	1142	1705	1025	1763
ALKBH6_CCDS12485.2_ex4_19:36503965-36503988:+_5-5	ALKBH6	124	159	151	75	206	295	120	112	178	235	181	190
ALKBH6_CCDS12485.2_ex2_19:36501815-36501838:+_5-2	ALKBH6	274	346	1394	53	66	55	117	214	346	317	252	244
ALKBH6_CCDS12485.2_ex2_19:36501882-36501905:+_5-3	ALKBH6	431	525	310	222	291	362	390	218	317	452	404	393
ALKBH6_CCDS12485.2_ex3_19:36502304-36502327:-_5-4	ALKBH6	160	213	29	22	78	94	75	89	104	142	227	253
ALKBH7_CCDS12163.1_ex2_19:6374515-6374538:-_5-5	ALKBH7	664	769	103	446	365	803	675	650	525	835	422	593
ALKBH7_CCDS12163.1_ex0_19:6373006-6373029:+_5-1	ALKBH7	379	482	1151	60	170	23	157	126	209	280	161	240
ALKBH7_CCDS12163.1_ex1_19:6374229-6374252:+_5-2	ALKBH7	439	509	330	83	95	14	214	189	432	404	219	439
ALKBH7_CCDS12163.1_ex1_19:6374366-6374389:-_5-4	ALKBH7	961	1117	542	660	897	1184	884	812	825	880	824	1029
ALKBH7_CCDS12163.1_ex1_19:6374349-6374372:-_5-3	ALKBH7	943	1105	917	800	1226	1135	782	959	709	891	677	1177
ALKBH8_CCDS8337.2_ex5_11:107420499-107420522:+_5-4	ALKBH8	140	162	2	23	0	94	67	139	107	207	143	238
ALKBH8_CCDS8337.2_ex4_11:107403025-107403048:-_5-2	ALKBH8	593	652	323	360	984	589	458	416	680	862	556	566
ALKBH8_CCDS8337.2_ex10_11:107431481-107431504:+_5-5	ALKBH8	569	634	374	587	520	337	580	416	372	529	695	823
ALKBH8_CCDS8337.2_ex4_11:107403070-107403093:+_5-3	ALKBH8	303	302	82	207	3	85	156	228	206	292	184	213
ALKBH8_CCDS8337.2_ex3_11:107396233-107396256:+_5-1	ALKBH8	217	208	31	43	104	331	112	196	97	191	199	270
ALLC_CCDS46223.1_ex3_2:3727547-3727570:-_5-2	ALLC	473	581	634	666	498	345	295	428	432	580	418	444
ALLC_CCDS46223.1_ex6_2:3743320-3743343:+_5-5	ALLC	180	210	550	56	0	303	75	152	141	164	191	280
ALLC_CCDS46223.1_ex3_2:3727446-3727469:+_5-1	ALLC	454	462	321	131	157	483	391	563	484	625	171	257
ALLC_CCDS46223.1_ex5_2:3730526-3730549:+_5-3	ALLC	318	421	101	85	60	144	244	451	348	404	167	177
ALLC_CCDS46223.1_ex5_2:3730562-3730585:-_5-4	ALLC	592	664	489	822	891	1080	406	605	479	668	546	550
ALMS1_CCDS42697.1_ex7_2:73679101-73679124:-_5-5	ALMS1	742	960	426	893	812	508	678	753	475	626	396	718
ALMS1_CCDS42697.1_ex7_2:73678638-73678661:+_5-4	ALMS1	62	71	1	22	147	20	32	29	16	44	37	10
ALMS1_CCDS42697.1_ex0_2:73613187-73613210:+_5-2	ALMS1	199	256	93	108	21	201	121	105	137	141	86	160
ALMS1_CCDS42697.1_ex0_2:73613275-73613298:+_5-3	ALMS1	766	942	1086	769	147	1216	674	699	711	896	421	588
ALMS1_CCDS42697.1_ex0_2:73613156-73613179:+_5-1	ALMS1	554	626	235	457	725	209	267	325	480	682	513	486
ALOX12_CCDS11084.1_ex6_17:6903741-6903764:-_5-5	ALOX12	207	283	242	186	141	113	317	210	204	265	284	580
ALOX12_CCDS11084.1_ex6_17:6903713-6903736:+_5-4	ALOX12	167	212	148	90	238	312	387	233	118	132	74	56
ALOX12_CCDS11084.1_ex5_17:6902689-6902712:-_5-3	ALOX12	298	382	117	190	17	202	170	275	170	365	323	488
ALOX12_CCDS11084.1_ex1_17:6900233-6900256:+_5-1	ALOX12	616	615	293	235	738	561	666	487	387	646	563	801
ALOX12_CCDS11084.1_ex3_17:6902063-6902086:+_5-2	ALOX12	615	705	602	298	208	601	501	698	578	674	487	502
ALOX12B_CCDS11129.1_ex13_17:7989351-7989374:-_5-5	ALOX12B	417	496	456	524	1174	474	518	553	374	641	492	453
ALOX12B_CCDS11129.1_ex8_17:7983189-7983212:-_5-1	ALOX12B	479	532	566	505	196	231	429	431	380	656	386	443
ALOX12B_CCDS11129.1_ex8_17:7983250-7983273:-_5-2	ALOX12B	443	506	861	116	307	617	594	562	438	676	261	461
ALOX12B_CCDS11129.1_ex11_17:7984187-7984210:+_5-3	ALOX12B	737	892	353	458	226	419	911	670	562	709	548	756
ALOX12B_CCDS11129.1_ex11_17:7984216-7984239:+_5-4	ALOX12B	706	850	511	605	600	809	705	484	522	665	349	558
ALOX15_CCDS11049.1_ex9_17:4541947-4541970:+_5-1	ALOX15	275	323	257	149	161	211	338	342	339	352	363	280
ALOX15_CCDS11049.1_ex12_17:4542833-4542856:-_5-3	ALOX15	551	554	1638	314	372	576	701	582	730	895	725	962
ALOX15_CCDS11049.1_ex12_17:4542857-4542880:-_5-4	ALOX15	401	432	134	286	384	1285	765	549	307	638	205	345
ALOX15_CCDS11049.1_ex12_17:4542763-4542786:-_5-2	ALOX15	828	838	268	499	267	917	485	531	326	466	271	612
ALOX15_CCDS11049.1_ex13_17:4544815-4544838:-_5-5	ALOX15	895	1196	719	625	1834	1965	710	826	813	929	832	830
ALOX15B_CCDS11128.1_ex1_17:7942711-7942734:+_5-1	ALOX15B	630	707	776	470	620	954	624	915	508	710	652	804
ALOX15B_CCDS11128.1_ex6_17:7948604-7948627:-_5-5	ALOX15B	164	259	16	238	377	172	256	505	251	246	208	229
ALOX15B_CCDS11128.1_ex3_17:7945780-7945803:+_5-2	ALOX15B	658	977	394	837	297	730	645	633	673	665	581	537
ALOX15B_CCDS11128.1_ex4_17:7946117-7946140:+_5-3	ALOX15B	454	604	1055	518	185	479	553	677	447	567	432	473
ALOX15B_CCDS11128.1_ex5_17:7948143-7948166:+_5-4	ALOX15B	436	513	411	171	58	778	627	894	381	483	272	293
ALOX5_CCDS58078.1_ex5_10:45920471-45920494:-_5-5	ALOX5	169	238	80	8	753	98	106	118	119	148	62	114
ALOX5_CCDS58078.1_ex1_10:45878082-45878105:-_5-3	ALOX5	355	342	201	309	125	140	202	350	288	405	152	259
ALOX5_CCDS58078.1_ex0_10:45869850-45869873:+_5-1	ALOX5	500	605	596	369	268	563	316	286	504	542	239	271
ALOX5_CCDS58078.1_ex2_10:45891339-45891362:+_5-4	ALOX5	204	314	307	17	103	101	392	205	167	264	125	245
ALOX5_CCDS58078.1_ex1_10:45877925-45877948:-_5-2	ALOX5	383	486	209	307	154	829	215	212	322	378	378	646
ALOX5AP_CCDS9337.1_ex1_13:31318251-31318274:-_5-2	ALOX5AP	689	840	313	196	743	503	564	452	618	881	679	732
ALOX5AP_CCDS9337.1_ex1_13:31318220-31318243:+_5-1	ALOX5AP	191	298	109	145	31	453	82	254	112	146	240	296
ALOX5AP_CCDS9337.1_ex1_13:31318271-31318294:-_5-3	ALOX5AP	513	716	559	341	252	740	746	714	457	622	378	509
ALOX5AP_CCDS9337.1_ex4_13:31338082-31338105:-_5-5	ALOX5AP	411	546	406	381	155	1090	475	420	329	440	367	603
ALOX5AP_CCDS9337.1_ex3_13:31330082-31330105:-_5-4	ALOX5AP	405	524	424	233	485	652	350	280	442	587	354	511
ALOXE3_CCDS11130.1_ex13_17:8020164-8020187:-_5-4	ALOXE3	380	501	438	241	423	514	285	468	300	347	336	431
ALOXE3_CCDS11130.1_ex12_17:8018925-8018948:+_5-3	ALOXE3	1003	1254	1036	897	783	1170	913	893	825	1173	679	976
ALOXE3_CCDS11130.1_ex14_17:8021183-8021206:-_5-5	ALOXE3	271	408	57	148	28	740	251	335	198	376	274	373
ALOXE3_CCDS11130.1_ex11_17:8018262-8018285:-_5-1	ALOXE3	333	417	320	133	70	269	228	294	288	315	169	262
ALOXE3_CCDS11130.1_ex11_17:8018327-8018350:+_5-2	ALOXE3	401	437	137	174	154	259	464	968	312	464	313	476
ALPI_CCDS2492.1_ex1_2:233321129-233321152:-_5-1	ALPI	633	683	640	578	637	702	423	715	463	616	679	965
ALPI_CCDS2492.1_ex3_2:233321678-233321701:-_5-3	ALPI	522	637	128	164	156	381	360	524	187	312	369	493
ALPI_CCDS2492.1_ex5_2:233322344-233322367:-_5-4	ALPI	633	879	1030	575	503	781	1216	1343	765	1018	756	943
ALPI_CCDS2492.1_ex3_2:233321598-233321621:+_5-2	ALPI	284	299	120	141	51	247	147	142	504	507	262	394
ALPI_CCDS2492.1_ex8_2:233322960-233322983:+_5-5	ALPI	729	825	804	918	783	660	1030	1035	714	972	697	877
ALPK1_CCDS3697.1_ex2_4:113333124-113333147:-_5-1	ALPK1	591	731	1182	193	1485	611	394	573	781	1046	580	861
ALPK1_CCDS3697.1_ex4_4:113346854-113346877:-_5-3	ALPK1	585	717	475	237	330	740	474	464	425	568	459	560
ALPK1_CCDS3697.1_ex2_4:113333159-113333182:+_5-2	ALPK1	587	768	479	468	693	458	569	464	740	827	381	616
ALPK1_CCDS3697.1_ex6_4:113348727-113348750:-_5-4	ALPK1	310	372	588	169	0	320	363	247	77	161	148	246
ALPK1_CCDS3697.1_ex8_4:113352000-113352023:+_5-5	ALPK1	613	717	810	416	473	206	851	1143	417	468	400	613
ALPK2_CCDS11966.2_ex9_18:56247166-56247189:+_5-3	ALPK2	797	841	1738	656	2684	1180	615	624	637	991	800	1221
ALPK2_CCDS11966.2_ex8_18:56205290-56205313:-_5-1	ALPK2	454	521	339	175	329	458	318	307	340	517	495	544
ALPK2_CCDS11966.2_ex9_18:56247046-56247069:-_5-2	ALPK2	307	414	480	635	378	157	321	440	248	419	510	480
ALPK2_CCDS11966.2_ex9_18:56247463-56247486:+_5-4	ALPK2	340	414	265	515	71	270	373	455	320	445	149	268
ALPK2_CCDS11966.2_ex10_18:56274606-56274629:+_5-5	ALPK2	452	588	229	496	66	552	272	385	294	341	778	766
ALPK3_CCDS10333.1_ex0_15:85360548-85360571:-_5-2	ALPK3	506	748	63	33	197	555	446	439	260	454	280	552
ALPK3_CCDS10333.1_ex0_15:85360380-85360403:-_5-1	ALPK3	479	617	152	94	289	707	379	384	534	476	247	449
ALPK3_CCDS10333.1_ex4_15:85383043-85383066:-_5-4	ALPK3	723	854	792	245	629	1035	596	519	687	849	569	675
ALPK3_CCDS10333.1_ex2_15:85370756-85370779:-_5-3	ALPK3	344	435	428	240	439	430	342	291	540	466	361	600
ALPK3_CCDS10333.1_ex4_15:85383160-85383183:-_5-5	ALPK3	370	326	386	80	218	392	178	226	273	271	241	154
ALPL_CCDS217.1_ex4_1:21890554-21890577:-_5-2	ALPL	787	1064	571	851	110	526	791	676	650	1034	649	1142
ALPL_CCDS217.1_ex4_1:21890677-21890700:+_5-4	ALPL	365	490	270	182	595	611	372	370	406	622	454	538
ALPL_CCDS217.1_ex3_1:21889702-21889725:-_5-1	ALPL	408	453	291	105	443	302	394	457	318	373	253	340
ALPL_CCDS217.1_ex4_1:21890596-21890619:-_5-3	ALPL	622	734	224	812	554	454	695	799	687	911	761	934
ALPL_CCDS217.1_ex5_1:21894587-21894610:+_5-5	ALPL	306	324	128	211	79	641	219	359	289	416	250	323
ALPP_CCDS2490.1_ex2_2:233243991-233244014:+_3-2	ALPP	412	494	733	552	377	415	652	607	372	632	289	456
ALPP_CCDS2490.1_ex1_2:233243693-233243716:+_3-1	ALPP	659	799	308	473	51	548	647	590	459	825	470	752
ALPP_CCDS2490.1_ex4_2:233244584-233244607:-_3-3	ALPP	543	672	632	258	665	322	426	437	777	1019	868	994
ALPPL2_CCDS2491.1_ex4_2:233272605-233272628:-_3-2	ALPPL2	721	854	949	486	1682	432	393	457	713	865	665	1042
ALPPL2_CCDS2491.1_ex6_2:233273215-233273238:-_3-3	ALPPL2	407	516	68	148	235	300	202	254	315	335	281	187
ALPPL2_CCDS2491.1_ex2_2:233272067-233272090:-_3-1	ALPPL2	625	774	273	345	217	530	660	750	490	677	643	694
ALS2_CCDS42800.1_ex30_2:202626391-202626414:+_5-4	ALS2	644	692	628	340	1215	614	853	802	600	924	433	456
ALS2_CCDS42800.1_ex30_2:202626167-202626190:+_5-1	ALS2	336	343	397	206	160	420	208	144	423	509	480	521
ALS2_CCDS42800.1_ex30_2:202626238-202626261:-_5-2	ALS2	1028	1183	450	799	1028	1051	819	702	745	998	735	886
ALS2_CCDS42800.1_ex30_2:202626371-202626394:-_5-3	ALS2	404	551	208	566	227	179	494	244	325	403	158	246
ALS2_CCDS42800.1_ex30_2:202626434-202626457:+_5-5	ALS2	137	172	74	0	43	95	92	142	131	174	66	102
ALS2CL_CCDS2743.1_ex5_3:46716070-46716093:+_10-3	ALS2CL	658	678	641	421	1203	259	417	509	612	799	355	510
ALS2CL_CCDS2743.1_ex16_3:46724693-46724716:+_10-8	ALS2CL	578	605	106	40	40	314	534	272	516	527	328	407
ALS2CL_CCDS2743.1_ex13_3:46722870-46722893:-_10-6	ALS2CL	179	271	90	64	104	229	124	137	210	422	185	159
ALS2CL_CCDS2743.1_ex19_3:46727059-46727082:+_10-9	ALS2CL	499	618	226	339	359	675	965	817	479	577	371	492
ALS2CL_CCDS2743.1_ex2_3:46713498-46713521:+_10-2	ALS2CL	785	850	1280	401	1000	2242	660	748	467	899	610	726
ALS2CL_CCDS2743.1_ex15_3:46723545-46723568:-_10-7	ALS2CL	446	559	466	289	48	372	246	127	383	614	236	355
ALS2CL_CCDS2743.1_ex2_3:46713470-46713493:-_10-1	ALS2CL	348	435	115	418	50	440	340	390	227	405	176	338
ALS2CL_CCDS2743.1_ex6_3:46717143-46717166:-_10-4	ALS2CL	381	412	328	204	313	206	335	495	380	438	282	323
ALS2CL_CCDS2743.1_ex23_3:46729644-46729667:-_10-10	ALS2CL	602	731	431	483	1408	1047	418	574	635	658	469	803
ALS2CL_CCDS2743.1_ex7_3:46717815-46717838:-_10-5	ALS2CL	605	559	207	271	324	528	394	462	339	508	525	586
ALS2CR11_CCDS2349.1_ex14_2:202483672-202483695:-_5-5	ALS2CR11	388	458	536	116	240	363	276	404	389	623	417	482
ALS2CR11_CCDS2349.1_ex8_2:202438981-202439004:-_5-1	ALS2CR11	632	684	457	236	17	223	328	474	469	685	448	556
ALS2CR11_CCDS2349.1_ex9_2:202440003-202440026:+_5-2	ALS2CR11	173	211	438	256	87	133	125	153	239	354	63	142
ALS2CR11_CCDS2349.1_ex12_2:202467967-202467990:+_5-4	ALS2CR11	141	151	14	47	12	61	95	86	95	48	70	66
ALS2CR11_CCDS2349.1_ex10_2:202446913-202446936:+_5-3	ALS2CR11	372	359	84	62	376	458	117	259	169	132	312	363
ALS2CR12_CCDS2346.1_ex10_2:202211353-202211376:-_5-4	ALS2CR12	257	303	18	285	107	113	177	226	139	230	223	336
ALS2CR12_CCDS2346.1_ex9_2:202208891-202208914:-_5-1	ALS2CR12	370	459	988	1109	210	243	309	400	294	385	579	810
ALS2CR12_CCDS2346.1_ex10_2:202211314-202211337:+_5-3	ALS2CR12	288	367	98	254	287	192	342	341	298	290	281	555
ALS2CR12_CCDS2346.1_ex10_2:202211375-202211398:-_5-5	ALS2CR12	303	405	484	138	185	208	242	202	231	314	207	238
ALS2CR12_CCDS2346.1_ex10_2:202211283-202211306:-_5-2	ALS2CR12	292	320	194	572	82	337	160	321	336	402	226	423
ALX1_CCDS9028.1_ex1_12:85677382-85677405:-_5-4	ALX1	307	334	106	258	487	459	250	372	377	382	309	429
ALX1_CCDS9028.1_ex1_12:85677426-85677449:+_5-5	ALX1	297	409	775	284	239	473	440	912	314	525	243	430
ALX1_CCDS9028.1_ex1_12:85677354-85677377:+_5-3	ALX1	30	43	217	0	21	0	87	115	13	32	0	18
ALX1_CCDS9028.1_ex0_12:85674217-85674240:+_5-1	ALX1	648	771	416	398	1665	387	676	851	544	584	602	921
ALX1_CCDS9028.1_ex1_12:85677336-85677359:+_5-2	ALX1	269	363	247	119	63	135	414	163	378	553	234	445
ALX3_CCDS819.1_ex1_1:110604089-110604112:+_5-1	ALX3	504	537	506	482	1033	805	469	597	328	460	440	671
ALX3_CCDS819.1_ex2_1:110607252-110607275:-_5-2	ALX3	397	459	44	153	367	147	123	134	162	268	139	149
ALX3_CCDS819.1_ex2_1:110607464-110607487:-_5-3	ALX3	641	705	736	893	763	675	471	539	644	756	353	678
ALX3_CCDS819.1_ex3_1:110613077-110613100:+_5-5	ALX3	442	510	358	194	475	264	618	754	444	663	554	579
ALX3_CCDS819.1_ex3_1:110612968-110612991:-_5-4	ALX3	573	632	646	212	258	495	400	519	522	660	336	432
ALX4_CCDS31468.1_ex3_11:44331478-44331501:+_5-5	ALX4	1039	1284	575	1035	1812	1012	890	657	957	1299	1027	1523
ALX4_CCDS31468.1_ex3_11:44331133-44331156:+_5-2	ALX4	609	729	799	736	713	558	453	838	412	533	561	631
ALX4_CCDS31468.1_ex3_11:44331399-44331422:+_5-4	ALX4	811	954	1007	774	438	857	687	933	849	998	667	907
ALX4_CCDS31468.1_ex2_11:44297192-44297215:+_5-1	ALX4	589	771	361	462	443	413	661	527	509	806	578	911
ALX4_CCDS31468.1_ex3_11:44331232-44331255:-_5-3	ALX4	711	783	823	133	764	667	661	603	648	827	372	643
ALYREF_CCDS32768.2_ex5_17:79849253-79849276:+_5-4	ALYREF	540	591	150	237	63	197	206	396	195	203	126	195
ALYREF_CCDS32768.2_ex5_17:79849197-79849220:+_5-3	ALYREF	536	668	64	142	41	390	140	154	75	68	141	213
ALYREF_CCDS32768.2_ex4_17:79848672-79848695:-_5-2	ALYREF	287	358	41	79	0	603	163	131	110	84	76	173
ALYREF_CCDS32768.2_ex5_17:79849280-79849303:-_5-5	ALYREF	294	396	40	37	17	87	63	133	79	82	57	111
ALYREF_CCDS32768.2_ex4_17:79848649-79848672:-_5-1	ALYREF	507	651	34	160	156	64	213	239	111	126	200	364
AMACR_CCDS3902.1_ex4_5:34007958-34007981:-_5-4	AMACR	605	750	271	195	448	356	433	619	508	791	497	385
AMACR_CCDS3902.1_ex4_5:34007914-34007937:+_5-3	AMACR	670	852	891	456	184	665	641	583	709	787	681	1008
AMACR_CCDS3902.1_ex4_5:34007867-34007890:+_5-2	AMACR	230	170	101	45	227	117	124	94	209	169	140	131
AMACR_CCDS3902.1_ex4_5:34007978-34008001:-_5-5	AMACR	918	1113	299	608	995	1982	529	663	803	929	439	684
AMACR_CCDS3902.1_ex3_5:34005896-34005919:+_5-1	AMACR	343	419	174	394	112	90	487	688	180	384	204	381
AMBN_CCDS3543.1_ex9_4:71468989-71469012:-_5-5	AMBN	68	94	0	11	0	146	106	66	45	42	141	56
AMBN_CCDS3543.1_ex2_4:71462739-71462762:-_5-2	AMBN	334	451	449	198	290	472	205	262	382	401	375	523
AMBN_CCDS3543.1_ex7_4:71468532-71468555:-_5-4	AMBN	700	789	1144	681	1228	1308	1005	934	725	975	817	982
AMBN_CCDS3543.1_ex4_4:71465243-71465266:+_5-3	AMBN	1	2	0	0	0	0	0	0	0	0	0	8
AMBN_CCDS3543.1_ex2_4:71462720-71462743:+_5-1	AMBN	0	0	808	259	1025	881	481	422	166	392	343	464
AMBP_CCDS6800.1_ex6_9:116836304-116836327:+_5-1	AMBP	471	552	306	170	1410	558	303	366	458	549	532	568
AMBP_CCDS6800.1_ex6_9:116836341-116836364:-_5-2	AMBP	682	866	413	514	118	792	1223	874	896	969	1013	857
AMBP_CCDS6800.1_ex8_9:116838995-116839018:-_5-5	AMBP	170	203	117	96	112	563	161	261	253	327	180	276
AMBP_CCDS6800.1_ex8_9:116838870-116838893:+_5-3	AMBP	1028	1053	1139	727	641	1133	998	1133	924	1148	661	946
AMBP_CCDS6800.1_ex8_9:116838977-116839000:+_5-4	AMBP	505	623	311	439	522	805	462	774	557	569	509	704
AMBRA1_CCDS31475.1_ex11_11:46563855-46563878:+_5-2	AMBRA1	512	686	1546	577	245	460	677	482	262	477	823	1424
AMBRA1_CCDS31475.1_ex12_11:46564847-46564870:+_5-4	AMBRA1	326	338	1110	64	284	467	245	220	256	384	311	399
AMBRA1_CCDS31475.1_ex11_11:46563813-46563836:-_5-1	AMBRA1	759	927	3228	947	258	1454	483	247	345	433	1918	2669
AMBRA1_CCDS31475.1_ex15_11:46568748-46568771:+_5-5	AMBRA1	301	306	448	357	1205	22	172	96	163	225	915	1046
AMBRA1_CCDS31475.1_ex11_11:46564375-46564398:-_5-3	AMBRA1	822	975	1984	959	150	889	279	241	397	337	1692	2666
AMD1_CCDS34512.1_ex1_6:111213585-111213608:-_5-1	AMD1	485	631	256	47	187	441	159	190	278	285	183	263
AMD1_CCDS34512.1_ex2_6:111213943-111213966:+_5-3	AMD1	504	529	276	117	968	484	168	206	188	311	142	85
AMD1_CCDS34512.1_ex2_6:111213994-111214017:+_5-5	AMD1	199	212	308	0	32	309	48	98	33	118	33	54
AMD1_CCDS34512.1_ex2_6:111213961-111213984:-_5-4	AMD1	241	342	51	111	231	354	129	32	103	100	50	103
AMD1_CCDS34512.1_ex1_6:111213600-111213623:-_5-2	AMD1	104	118	220	0	97	78	14	80	103	102	64	59
AMDHD1_CCDS9057.1_ex3_12:96350500-96350523:+_5-2	AMDHD1	374	436	285	362	488	365	176	325	346	473	186	293
AMDHD1_CCDS9057.1_ex3_12:96350664-96350687:+_5-4	AMDHD1	784	878	747	878	643	817	1043	858	697	1109	655	634
AMDHD1_CCDS9057.1_ex3_12:96350480-96350503:+_5-1	AMDHD1	367	446	466	392	284	452	355	382	324	478	480	494
AMDHD1_CCDS9057.1_ex3_12:96350620-96350643:+_5-3	AMDHD1	419	501	670	240	281	799	431	505	292	371	361	200
AMDHD1_CCDS9057.1_ex3_12:96350701-96350724:+_5-5	AMDHD1	833	945	786	883	1083	637	581	758	772	1012	826	1131
AMDHD2_CCDS10471.1_ex2_16:2571024-2571047:+_5-2	AMDHD2	745	882	995	1050	784	734	1292	922	756	961	856	873
AMDHD2_CCDS10471.1_ex2_16:2571101-2571124:-_5-3	AMDHD2	309	405	346	53	53	889	147	226	220	172	255	293
AMDHD2_CCDS10471.1_ex1_16:2570879-2570902:-_5-1	AMDHD2	414	463	92	358	218	153	346	308	366	457	255	387
AMDHD2_CCDS10471.1_ex4_16:2577894-2577917:+_5-4	AMDHD2	695	897	595	310	439	596	688	935	607	782	513	706
AMDHD2_CCDS10471.1_ex4_16:2577930-2577953:+_5-5	AMDHD2	299	376	157	33	36	254	479	377	150	254	98	194
AMELX_CCDS14144.1_ex3_X:11316810-11316833:-_6-6	AMELX	787	924	1426	531	397	1139	633	594	827	1317	474	901
AMELX_CCDS14144.1_ex3_X:11316670-11316693:-_6-2	AMELX	246	312	164	438	26	133	470	228	289	331	234	265
AMELX_CCDS14144.1_ex3_X:11316688-11316711:-_6-3	AMELX	601	718	659	955	1047	1235	978	1031	604	1009	888	1116
AMELX_CCDS14145.1_ex2_X:11316232-11316255:+_6-1	AMELX	271	324	365	131	178	765	300	290	243	307	217	155
AMELX_CCDS14144.1_ex3_X:11316720-11316743:-_6-4	AMELX	226	185	176	39	87	298	94	249	144	246	181	307
AMELX_CCDS14144.1_ex3_X:11316741-11316764:-_6-5	AMELX	454	607	203	198	46	351	411	359	390	662	587	642
AMELY_CCDS14778.1_ex2_Y:6736771-6736794:+_5-5	AMELY	430	442	624	103	96	365	552	441	194	269	380	692
AMELY_CCDS14778.1_ex1_Y:6736310-6736333:+_5-1	AMELY	683	726	978	396	1043	833	733	1014	764	758	805	987
AMELY_CCDS14778.1_ex1_Y:6736347-6736370:+_5-2	AMELY	774	901	539	1116	1003	587	921	1187	820	1166	656	890
AMELY_CCDS14778.1_ex1_Y:6736474-6736497:-_5-4	AMELY	450	464	880	519	703	226	538	248	328	513	295	340
AMELY_CCDS14778.1_ex1_Y:6736427-6736450:+_5-3	AMELY	862	907	922	289	747	803	1166	917	753	1027	844	1049
AMER1_CCDS14377.2_ex0_X:63411674-63411697:+_5-2	AMER1	417	563	336	456	263	101	271	534	393	639	218	321
AMER1_CCDS14377.2_ex0_X:63411572-63411595:+_5-1	AMER1	165	236	222	68	26	197	131	119	151	181	190	215
AMER1_CCDS14377.2_ex0_X:63412626-63412649:-_5-5	AMER1	916	1138	316	630	403	1042	963	1003	733	1011	681	890
AMER1_CCDS14377.2_ex0_X:63411845-63411868:+_5-4	AMER1	426	543	860	352	638	154	627	729	623	687	544	940
AMER1_CCDS14377.2_ex0_X:63411823-63411846:+_5-3	AMER1	112	153	9	83	0	210	163	158	76	125	55	104
AMER2_CCDS53859.1_ex0_13:25745224-25745247:-_5-1	AMER2	194	220	77	124	133	252	116	134	71	208	211	256
